ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
1,2,2B,heterogeneo,PNM,111.073,37.813,12.213,40.078,20.970,34881,4077,97.76,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in 
2,2,2B,heterogeneo,PNM,78.316,1.728,12.935,43.542,20.112,36546,4438,97.28,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink f
3,2,2B,heterogeneo,DLB,88.014,1.767,13.475,48.671,24.099,37576,5085,98.40,What trade-offs exist between the filter's compact size and integration with phased array antennas f
4,2,2B,heterogeneo,PNM,83.141,1.783,12.196,46.918,22.245,35628,4930,98.00,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver front
5,2,2B,heterogeneo,DLB,83.429,1.732,13.863,42.730,25.105,38981,4285,97.62,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload
6,2,2B,heterogeneo,DLB,73.400,1.734,13.952,37.880,19.834,39809,3951,98.66,How does the hierarchical classification framework impact satellite link budget margins when priorit
7,2,2B,heterogeneo,PNM,73.011,1.764,13.866,34.802,22.582,39264,3525,98.61,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latenc
8,2,2B,heterogeneo,DLB,94.426,1.788,14.225,56.830,21.583,39128,5909,97.13,How does antenna design influence the accuracy of encrypted traffic classification systems in hetero
9,2,2B,heterogeneo,DLB,99.406,1.727,17.640,54.652,25.386,47881,5643,96.61,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands 
10,2,2B,heterogeneo,PNM,97.197,1.734,13.892,56.482,25.087,38302,5883,97.58,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic i
11,2,2B,heterogeneo,DLB,80.137,1.820,13.903,41.601,22.813,40161,4364,98.49,Does the proposed ML framework's feature extraction for encrypted flows require additional power or 
12,2,2B,heterogeneo,Error,60.163,1.655,12.380,36.962,9.163,35917,4059,95.01,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classi
13,2,2B,heterogeneo,PNM,90.384,1.824,12.696,46.684,29.176,36323,4835,98.24,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
14,2,2B,heterogeneo,PNM,96.210,1.779,14.507,56.950,22.975,39186,5997,97.99,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,2,2B,heterogeneo,DLB,74.194,1.747,11.816,42.504,18.127,34888,4542,98.84,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,2,2B,heterogeneo,PNM,92.066,1.745,13.656,51.146,25.518,37621,5381,98.27,What antenna design considerations optimize ground station visibility during short service windows i
17,2,2B,heterogeneo,DLB,83.509,1.731,14.542,42.769,24.467,41903,4420,98.19,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,2,2B,heterogeneo,PNM,84.634,1.762,14.916,48.659,19.296,40535,5121,97.21,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,2,2B,heterogeneo,PNM,83.965,1.769,12.560,44.187,25.447,36438,4529,98.09,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,2,2B,heterogeneo,DLB,82.666,1.716,12.182,48.564,20.204,34058,5177,98.18,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,2,2B,heterogeneo,Error,61.641,1.594,9.809,40.564,9.675,29252,4489,95.12,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,2,2B,heterogeneo,PNM,81.361,1.766,12.341,44.493,22.762,35151,4747,99.98,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,2,2B,heterogeneo,DLB,94.372,1.741,14.647,53.134,24.852,40179,5298,95.38,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,2,2B,heterogeneo,PNM,89.569,1.750,12.818,46.453,28.547,37355,4745,98.60,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,2,2B,heterogeneo,Error,58.831,1.640,9.790,37.953,9.450,29209,4155,94.97,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,2,2B,heterogeneo,PNM,80.332,1.746,13.717,42.168,22.705,39254,4367,98.91,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,2,2B,heterogeneo,DLB,88.127,1.739,13.728,45.649,27.012,38648,4633,97.89,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,2,2B,heterogeneo,Error,63.428,1.617,12.011,41.181,8.621,35979,4358,92.85,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,2,2B,heterogeneo,PNM,67.755,1.758,10.379,35.800,19.819,29861,3759,98.81,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,2,2B,heterogeneo,DLB,80.492,1.726,12.615,45.090,21.060,36043,4692,97.61,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,2,2B,heterogeneo,PNM,79.914,1.763,12.667,43.634,21.851,35399,4446,97.23,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,2,2B,heterogeneo,PNM,81.883,1.741,12.404,45.490,22.245,35546,4621,97.39,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,2,2B,heterogeneo,DLB,80.383,1.766,11.368,41.514,25.737,33458,4279,98.76,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,2,2B,heterogeneo,DLB,99.043,1.768,15.897,56.155,25.223,44136,5667,95.47,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,2,2B,heterogeneo,PNM,83.919,1.751,11.973,47.275,22.916,34383,4906,97.58,How can frequency planning address interference between satellite uplinks and broadband power line c
36,2,2B,heterogeneo,DLB,82.883,1.773,14.698,44.529,21.882,41431,4696,97.88,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,2,2B,heterogeneo,DLB,80.590,1.762,12.116,43.588,23.123,34646,4585,98.79,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,2,2B,heterogeneo,PNM,81.772,1.818,10.834,44.387,24.736,31056,4707,99.17,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,2,2B,heterogeneo,DLB,81.926,1.745,15.730,43.280,21.171,44254,4381,97.28,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,2,2B,heterogeneo,DLB,77.580,1.718,12.236,40.662,22.962,35569,4161,98.09,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,2,2B,heterogeneo,DLB,81.092,1.756,13.251,43.081,23.004,36897,4453,97.76,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,2,2B,heterogeneo,DLB,88.364,1.744,11.998,47.995,26.630,34893,4951,98.69,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,2,2B,heterogeneo,PNM,98.595,1.738,15.243,56.787,24.826,40903,5669,95.06,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,2,2B,heterogeneo,PNM,89.442,1.766,12.816,48.104,26.754,36629,4888,97.65,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,2,2B,heterogeneo,PNM,78.452,1.759,10.817,41.585,24.290,31691,4342,98.95,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,2,2B,heterogeneo,PNM,76.189,1.764,10.982,41.180,22.260,31382,4245,98.27,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,2,2B,heterogeneo,"DLB or PNM, choose whichever had the stronger technical argument",95.065,1.799,14.178,52.861,26.224,40675,5460,96.51,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,2,2B,heterogeneo,PNM,77.518,1.727,10.875,46.405,18.512,30930,5001,98.80,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,2,2B,heterogeneo,PNM,87.839,1.725,12.795,49.593,23.730,36158,5079,96.62,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,2,2B,heterogeneo,PNM,75.486,1.794,11.445,42.767,19.480,32084,4505,99.20,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
