ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
1,1,70B,homogeneo,PNM,572.685,2.031,221.567,201.296,147.791,28337,1027,5.12,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in 
2,1,70B,homogeneo,PNM,551.996,2.067,199.646,207.089,143.196,25383,1052,5.10,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink f
3,1,70B,homogeneo,DLB,525.178,2.037,193.102,193.136,136.904,24610,983,5.11,What trade-offs exist between the filter's compact size and integration with phased array antennas f
4,1,70B,homogeneo,PNM,603.195,2.007,224.214,220.135,156.839,28720,1127,5.13,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver front
5,1,70B,homogeneo,PNM,576.124,2.049,234.037,189.383,150.654,29544,967,5.12,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload
6,1,70B,homogeneo,PNM,664.413,2.039,278.598,211.034,172.743,34957,1068,5.07,How does the hierarchical classification framework impact satellite link budget margins when priorit
7,1,70B,homogeneo,PNM,640.137,2.101,270.591,195.855,171.596,34034,1000,5.11,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latenc
8,1,70B,homogeneo,PNM,534.204,2.041,195.785,201.146,135.229,24920,1022,5.09,How does antenna design influence the accuracy of encrypted traffic classification systems in hetero
9,1,70B,homogeneo,PNM,660.798,2.008,292.148,189.768,176.875,36201,966,5.10,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands 
10,1,70B,homogeneo,PNM,556.882,2.049,212.869,197.946,144.018,26781,1009,5.11,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic i
11,1,70B,homogeneo,PNM,574.445,1.968,247.822,174.243,150.408,32533,911,5.25,Does the proposed ML framework's feature extraction for encrypted flows require additional power or 
12,1,70B,homogeneo,PNM,607.621,1.963,255.027,194.283,156.346,34108,1018,5.25,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classi
13,1,70B,homogeneo,PNM,567.760,1.963,206.414,213.121,146.260,27585,1112,5.23,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
14,1,70B,homogeneo,PNM,575.807,2.084,208.700,217.820,147.203,28077,1139,5.24,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,1,70B,homogeneo,PNM,545.710,1.973,205.760,197.294,140.682,27305,1034,5.25,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,1,70B,homogeneo,PNM,572.137,2.018,203.698,217.319,149.101,27077,1134,5.22,What antenna design considerations optimize ground station visibility during short service windows i
17,1,70B,homogeneo,PNM,622.296,1.977,254.891,203.284,162.141,34150,1056,5.20,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,1,70B,homogeneo,PNM,555.669,1.962,214.948,193.451,145.306,28790,1013,5.24,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,1,70B,homogeneo,PNM,551.376,1.947,215.827,193.527,140.075,28969,1013,5.24,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,1,70B,homogeneo,PNM,559.419,2.036,200.747,211.291,145.345,26686,1096,5.20,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,1,70B,homogeneo,PNM,528.588,2.014,199.049,193.267,134.259,26351,1002,5.20,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,1,70B,homogeneo,PNM,534.999,1.963,199.237,191.914,141.884,26387,1006,5.26,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,1,70B,homogeneo,PNM,514.711,1.951,193.337,187.528,131.895,25535,983,5.25,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,1,70B,homogeneo,PNM,527.925,2.028,202.052,190.396,133.450,26615,996,5.25,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,1,70B,homogeneo,PNM,514.909,1.940,197.466,182.027,133.472,26034,952,5.25,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,1,70B,homogeneo,DLB,589.478,2.007,244.482,189.284,153.702,32212,987,5.22,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,1,70B,homogeneo,PNM,545.313,1.980,213.862,188.092,141.377,28668,985,5.25,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,1,70B,homogeneo,DLB,603.925,1.946,242.570,204.715,154.694,32019,1058,5.20,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,1,70B,homogeneo,PNM,525.109,1.938,196.143,190.030,137.001,25896,988,5.22,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,1,70B,homogeneo,PNM,541.129,2.096,209.081,192.293,137.660,27932,1006,5.25,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,1,70B,homogeneo,PNM,572.739,40.145,207.290,186.729,138.576,27636,982,5.28,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,1,70B,homogeneo,PNM,527.132,1.965,198.455,187.735,138.976,26127,977,5.23,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,1,70B,homogeneo,PNM,525.219,2.060,200.126,188.463,134.570,26338,985,5.24,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,1,70B,homogeneo,PNM,573.613,1.975,222.710,198.299,150.624,29958,1036,5.23,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,1,70B,homogeneo,PNM,488.988,1.997,184.051,182.810,120.131,24548,958,5.25,How can frequency planning address interference between satellite uplinks and broadband power line c
36,1,70B,homogeneo,PNM,650.012,2.002,257.641,218.569,171.796,34656,1146,5.25,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,1,70B,homogeneo,PNM,553.967,1.987,213.216,193.083,145.682,28741,1019,5.29,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,1,70B,homogeneo,PNM,502.805,1.973,177.575,192.769,130.487,23972,1017,5.28,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,1,70B,homogeneo,PNM,657.947,1.954,264.022,217.774,174.195,35303,1136,5.23,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,1,70B,homogeneo,PNM,538.496,1.933,209.055,186.032,141.475,27753,978,5.28,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,1,70B,homogeneo,DLB,539.613,1.970,213.298,187.690,136.656,28644,987,5.28,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,1,70B,homogeneo,PNM,525.479,1.981,198.847,188.426,136.222,26167,982,5.24,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,1,70B,homogeneo,PNM,539.022,1.948,207.152,194.465,135.459,27658,1020,5.27,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,1,70B,homogeneo,PNM,545.529,1.943,204.635,194.450,144.500,27221,1012,5.24,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,1,70B,homogeneo,PNM,514.757,1.999,186.015,189.835,136.904,24997,993,5.25,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,1,70B,homogeneo,PNM,532.773,1.945,180.519,208.736,141.574,24443,1099,5.27,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,1,70B,homogeneo,PNM,598.397,1.937,238.191,199.113,159.157,31331,1037,5.22,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,1,70B,homogeneo,PNM,485.758,1.980,161.914,194.667,127.198,21511,1019,5.24,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,1,70B,homogeneo,PNM,546.332,1.956,201.368,200.791,142.213,26539,1047,5.23,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,1,70B,homogeneo,PNM,535.795,1.946,180.257,208.991,144.598,24527,1099,5.26,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
