ID,Rep,Size,Mode,Model,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,TPS,Topic
1,3,70B,single,llama3.3:70b,68.786,35.788,16.518,13.521,2.958,2129,69,5.10,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in 
2,3,70B,single,llama3.3:70b,35.731,0.163,14.304,17.526,3.737,1866,89,5.08,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink f
3,3,70B,single,llama3.3:70b,34.317,0.153,15.544,15.406,3.214,2007,76,4.93,What trade-offs exist between the filter's compact size and integration with phased array antennas f
4,3,70B,single,llama3.3:70b,32.081,0.140,16.439,12.750,2.751,2146,65,5.10,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver front
5,3,70B,single,llama3.3:70b,34.569,0.152,19.137,12.698,2.584,2485,64,5.04,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload
6,3,70B,single,llama3.3:70b,43.687,0.144,20.574,19.052,3.918,2723,96,5.04,How does the hierarchical classification framework impact satellite link budget margins when priorit
7,3,70B,single,llama3.3:70b,40.984,0.144,20.819,16.615,3.407,2729,84,5.06,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latenc
8,3,70B,single,llama3.3:70b,31.336,0.145,14.161,14.169,2.861,1840,72,5.08,How does antenna design influence the accuracy of encrypted traffic classification systems in hetero
9,3,70B,single,llama3.3:70b,43.113,0.142,22.838,16.849,3.284,2992,82,4.87,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands 
10,3,70B,single,llama3.3:70b,34.893,0.149,15.500,15.934,3.310,1989,81,5.08,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic i
11,3,70B,single,llama3.3:70b,39.486,0.145,20.519,15.568,3.254,2662,79,5.07,Does the proposed ML framework's feature extraction for encrypted flows require additional power or 
12,3,70B,single,llama3.3:70b,39.075,0.147,21.247,14.571,3.110,2809,74,5.08,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classi
13,3,70B,single,llama3.3:70b,35.326,0.154,16.379,15.726,3.067,2057,79,5.02,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
14,3,70B,single,llama3.3:70b,36.006,0.133,16.060,16.538,3.275,2035,81,4.90,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,3,70B,single,llama3.3:70b,31.405,0.140,16.297,12.348,2.619,2065,63,5.10,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,3,70B,single,llama3.3:70b,31.569,0.141,13.639,14.749,3.041,1806,75,5.09,What antenna design considerations optimize ground station visibility during short service windows i
17,3,70B,single,llama3.3:70b,38.427,0.148,20.387,14.846,3.046,2627,75,5.05,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,3,70B,single,llama3.3:70b,31.270,0.146,16.633,12.039,2.451,2120,61,5.07,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,3,70B,single,llama3.3:70b,37.935,0.139,17.304,17.015,3.476,2319,87,5.11,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,3,70B,single,llama3.3:70b,31.463,0.145,14.661,13.557,3.100,1911,71,5.24,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,3,70B,single,llama3.3:70b,33.988,0.139,17.001,13.954,2.893,2295,71,5.09,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,3,70B,single,llama3.3:70b,32.748,0.144,17.195,12.756,2.653,2265,65,5.10,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,3,70B,single,llama3.3:70b,35.124,0.144,14.782,16.773,3.425,1958,85,5.07,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,3,70B,single,llama3.3:70b,36.901,0.151,15.578,17.574,3.598,1997,89,5.06,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,3,70B,single,llama3.3:70b,33.334,0.148,13.896,16.000,3.290,1845,81,5.06,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,3,70B,single,llama3.3:70b,37.695,0.145,17.256,16.760,3.533,2310,85,5.07,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,3,70B,single,llama3.3:70b,34.633,0.138,16.870,14.616,3.008,2232,74,5.06,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,3,70B,single,llama3.3:70b,40.435,0.152,22.396,15.018,2.868,2939,73,4.86,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,3,70B,single,llama3.3:70b,33.068,0.142,15.590,14.385,2.952,1990,73,5.07,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,3,70B,single,llama3.3:70b,38.049,0.139,16.470,17.706,3.735,2096,90,5.08,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,3,70B,single,llama3.3:70b,36.268,0.139,16.669,15.998,3.462,2111,83,5.19,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
