ID,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
q001_debateC,2B,heterogeneo,PNM,95.723,0.0,0.0,0.0,39486,3614,37.75,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in Ka-band satellite links?
q002_debateC,2B,heterogeneo,PNM,109.352,0.0,0.0,0.0,35537,4965,45.4,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink frequency planning?
q003_debateC,2B,heterogeneo,PNM,116.54,0.0,0.0,0.0,35741,5783,49.62,What trade-offs exist between the filter's compact size and integration with phased array antennas for satellite coverage optimization?
q004_debateC,2B,heterogeneo,PNM,128.296,0.0,0.0,0.0,41867,6450,50.27,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver frontends?
q005_debateC,2B,heterogeneo,DLB or PNM,103.694,0.0,0.0,0.0,42943,4165,40.17,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload configurations?
q006_debateC,2B,heterogeneo,DLB or PNM,114.717,0.0,0.0,0.0,51009,4786,41.72,How does the hierarchical classification framework impact satellite link budget margins when prioritizing QoS-sensitive traffic?
q007_debateC,2B,heterogeneo,Unknown,113.636,0.0,0.0,0.0,50499,4469,39.33,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latency-sensitive traffic classes?
q008_debateC,2B,heterogeneo,DLB or PNM,100.573,0.0,0.0,0.0,34642,4199,41.75,How does antenna design influence the accuracy of encrypted traffic classification systems in heterogeneous satellite networks?
q009_debateC,2B,heterogeneo,DLB or PNM,115.389,0.0,0.0,0.0,54856,4769,41.33,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands from ML traffic classification?
q010_debateC,2B,heterogeneo,Unknown,130.099,0.0,0.0,0.0,40182,6380,49.04,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic in multi-beam satellite systems?
q011_debateC,2B,heterogeneo,DLB or PNM,107.116,0.0,0.0,0.0,48505,4209,39.29,Does the proposed ML framework's feature extraction for encrypted flows require additional power or bandwidth margins in link budgets?
q012_debateC,2B,heterogeneo,Unknown,129.073,0.0,0.0,0.0,53163,5808,45.0,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classification for satellite QoS management?
q013_debateC,2B,heterogeneo,Unknown,124.492,0.0,0.0,0.0,40321,6119,49.15,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range and noise performance trade-offs in different satellite orbital configurations?
q014_debateC,2B,heterogeneo,Unknown,138.052,0.0,0.0,0.0,41762,7196,52.13,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and portability for CMOS-based ground terminals?
q015_debateC,2B,heterogeneo,Unknown,118.642,0.0,0.0,0.0,39521,5657,47.68,How do distributed satellite constellations impact orbital configuration trade-offs between coverage and inter-satellite interference mitigation?
q016_debateC,2B,heterogeneo,Unknown,127.051,0.0,0.0,0.0,36917,6708,52.8,What antenna design considerations optimize ground station visibility during short service windows in LEO constellations?
q017_debateC,2B,heterogeneo,Unknown,133.083,0.0,0.0,0.0,50992,5980,44.93,How are link budgets affected when prioritizing high-revenue services versus navigation safety margins in dynamic scheduling?
q018_debateC,2B,heterogeneo,PNM,116.081,0.0,0.0,0.0,43350,5416,46.66,What frequency planning challenges arise when coordinating multiple ground stations with overlapping satellite visibility windows?
q019_debateC,2B,heterogeneo,Unknown,122.785,0.0,0.0,0.0,42856,5621,45.78,How do on-board storage constraints influence payload power allocation between immediate and time-tagged service prioritization?
q020_debateC,2B,heterogeneo,DLB or PNM,113.524,0.0,0.0,0.0,38144,5457,48.07,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-satellite ground station operations?
q021_debateC,2B,heterogeneo,Unknown,112.927,0.0,0.0,0.0,37589,4796,42.47,How does transponder allocation balance network efficiency against thermal/power constraints during peak service demand periods?
q022_debateC,2B,heterogeneo,PNM,121.923,0.0,0.0,0.0,39565,6255,51.3,What interference mitigation techniques are viable for overlapping service transmissions across geographically dispersed ground stations?
q023_debateC,2B,heterogeneo,DLB or PNM,104.208,0.0,0.0,0.0,36393,4512,43.3,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in Ka-band satellite architectures?
q024_debateC,2B,heterogeneo,Unknown,126.648,0.0,0.0,0.0,42116,6403,50.56,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional methods in terms of deployment cost and scalability?
q025_debateC,2B,heterogeneo,PNM,124.316,0.0,0.0,0.0,37789,5809,46.73,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency for broadband satellite links?
q026_debateC,2B,heterogeneo,DLB or PNM,115.863,0.0,0.0,0.0,47131,5178,44.69,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to broadside beams?
q027_debateC,2B,heterogeneo,Unknown,115.053,0.0,0.0,0.0,42951,5034,43.75,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 modes for multi-beam satellite systems?
q028_debateC,2B,heterogeneo,Unknown,125.177,0.0,0.0,0.0,47792,5898,47.12,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional designs?
q029_debateC,2B,heterogeneo,DLB or PNM,105.48,0.0,0.0,0.0,36674,4644,44.03,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna design?
q030_debateC,2B,heterogeneo,PNM,103.659,0.0,0.0,0.0,38224,4385,42.3,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
q031_debateC,2B,heterogeneo,DLB or PNM,107.476,0.0,0.0,0.0,38905,4745,44.15,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during element failures?
q032_debateC,2B,heterogeneo,DLB or PNM,96.876,0.0,0.0,0.0,35081,3972,41.0,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in defocused systems?
q033_debateC,2B,heterogeneo,DLB or PNM,120.799,0.0,0.0,0.0,38667,5989,49.58,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substation monitoring?
q034_debateC,2B,heterogeneo,Unknown,109.349,0.0,0.0,0.0,43166,4745,43.39,What antenna design considerations minimize signal attenuation in high-noise power line environments for reliable PLC integration?
q035_debateC,2B,heterogeneo,Unknown,127.24,0.0,0.0,0.0,38991,6334,49.78,How can frequency planning address interference between satellite uplinks and broadband power line communication systems?
q036_debateC,2B,heterogeneo,DLB or PNM,112.0,0.0,0.0,0.0,49444,4618,41.23,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for satellite backhaul links?
q037_debateC,2B,heterogeneo,DLB or PNM,106.938,0.0,0.0,0.0,40891,4513,42.2,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural substation traffic?
