ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
1,1,8B,homogeneo,DLB,138.955,1.947,41.391,41.256,54.364,35458,2431,59.45,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in 
2,1,8B,homogeneo,DLB,165.866,1.939,43.517,58.138,62.270,37294,3436,59.56,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink f
3,1,8B,homogeneo,DLB,114.931,1.950,34.541,32.793,45.646,30296,1936,59.60,What trade-offs exist between the filter's compact size and integration with phased array antennas f
4,1,8B,homogeneo,DLB,159.145,1.923,44.671,46.291,66.263,38261,2720,59.19,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver front
5,1,8B,homogeneo,PNM,133.722,1.939,42.497,35.269,54.018,35958,2100,59.96,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload
6,1,8B,homogeneo,PNM,170.372,1.950,53.444,46.402,68.578,43963,2680,58.57,How does the hierarchical classification framework impact satellite link budget margins when priorit
7,1,8B,homogeneo,DLB,188.528,1.920,57.020,55.574,74.018,47176,3240,58.85,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latenc
8,1,8B,homogeneo,DLB,140.418,1.963,39.109,45.115,54.232,33902,2698,62.24,How does antenna design influence the accuracy of encrypted traffic classification systems in hetero
9,1,8B,homogeneo,PNM,200.478,1.922,59.023,52.679,86.851,48012,3060,59.68,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands 
10,1,8B,homogeneo,PNM,139.254,1.879,39.337,40.565,57.477,33707,2423,61.37,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic i
11,1,8B,homogeneo,DLB,136.833,1.939,47.192,35.649,52.054,39268,2088,58.97,Does the proposed ML framework's feature extraction for encrypted flows require additional power or 
12,1,8B,homogeneo,DLB,137.442,1.928,47.083,33.196,55.235,38807,1951,61.22,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classi
13,1,8B,homogeneo,PNM,173.648,1.951,47.473,53.048,71.176,41078,3118,59.01,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
14,1,8B,homogeneo,DLB,144.486,1.925,42.074,42.814,57.674,36201,2530,59.38,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,1,8B,homogeneo,DLB,171.884,1.950,45.491,55.533,68.909,38877,3255,60.47,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,1,8B,homogeneo,PNM,123.184,1.934,37.138,34.101,50.009,31997,2023,59.98,What antenna design considerations optimize ground station visibility during short service windows i
17,1,8B,homogeneo,DLB,187.821,1.924,57.388,53.898,74.614,47605,3145,59.85,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,1,8B,homogeneo,DLB,180.566,1.955,47.646,50.381,80.583,40640,2972,59.47,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,1,8B,homogeneo,PNM,165.185,1.903,45.941,54.145,63.199,38417,3192,59.53,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,1,8B,homogeneo,PNM,124.251,1.916,37.291,36.259,48.787,32203,2168,60.16,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,1,8B,homogeneo,PNM,143.558,1.930,42.078,45.217,54.331,36288,2686,61.67,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,1,8B,homogeneo,DLB,146.646,1.918,40.970,43.066,60.694,35458,2539,59.66,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,1,8B,homogeneo,PNM,145.526,1.918,40.961,44.093,58.552,35613,2606,59.47,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,1,8B,homogeneo,DLB,130.948,1.951,40.267,37.891,50.841,34837,2244,59.82,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,1,8B,homogeneo,DLB,116.481,1.933,35.695,30.425,48.426,30615,1809,61.23,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,1,8B,homogeneo,PNM,155.161,1.923,48.855,44.679,59.707,40562,2606,59.19,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,1,8B,homogeneo,DLB,142.382,1.940,41.681,39.342,59.417,35143,2324,60.69,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,1,8B,homogeneo,PNM,129.782,1.942,43.504,31.639,52.698,36382,1860,60.58,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,1,8B,homogeneo,DLB,145.471,1.945,40.964,42.312,60.251,35506,2548,60.35,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,1,8B,homogeneo,DLB,126.029,1.916,38.949,34.440,50.726,33441,2020,59.79,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,1,8B,homogeneo,DLB,212.608,1.963,53.872,65.003,91.767,46215,3793,58.68,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,1,8B,homogeneo,DLB,163.126,1.947,44.144,51.348,65.687,37873,3031,60.48,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,1,8B,homogeneo,DLB,179.800,1.923,45.028,54.074,78.776,38822,3196,59.33,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,1,8B,homogeneo,PNM,176.246,1.945,45.964,49.804,78.533,38321,2937,59.43,What antenna design considerations minimize signal attenuation in high-noise power line environments
