ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
1,2,70B,homogeneo,PNM,562.631,1.999,212.336,200.192,148.103,28608,1050,5.26,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in 
2,2,70B,homogeneo,PNM,512.253,3.626,186.869,193.980,127.779,24926,1016,5.26,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink f
3,2,70B,homogeneo,PNM,486.372,2.044,183.054,180.268,121.003,24443,946,5.26,What trade-offs exist between the filter's compact size and integration with phased array antennas f
4,2,70B,homogeneo,PNM,554.246,1.940,211.154,198.678,142.476,28377,1044,5.27,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver front
5,2,70B,homogeneo,DLB,576.393,1.951,224.179,198.345,151.918,29895,1034,5.22,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload
6,2,70B,homogeneo,PNM,633.729,1.983,263.100,198.337,170.308,35071,1032,5.21,How does the hierarchical classification framework impact satellite link budget margins when priorit
7,2,70B,homogeneo,PNM,601.939,1.950,255.959,187.431,156.604,33815,980,5.24,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latenc
8,2,70B,homogeneo,PNM,531.453,2.011,186.909,200.432,142.097,25200,1048,5.25,How does antenna design influence the accuracy of encrypted traffic classification systems in hetero
9,2,70B,homogeneo,PNM,625.337,1.987,277.799,185.322,160.231,36204,963,5.22,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands 
10,2,70B,homogeneo,PNM,554.246,1.980,203.709,206.102,142.454,27065,1070,5.22,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic i
11,2,70B,homogeneo,PNM,565.229,1.962,245.537,168.047,149.683,32443,877,5.25,Does the proposed ML framework's feature extraction for encrypted flows require additional power or 
12,2,70B,homogeneo,PNM,617.250,1.980,255.884,193.663,165.724,34097,1017,5.26,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classi
13,2,70B,homogeneo,PNM,553.987,1.979,205.367,198.480,148.164,27230,1041,5.27,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
14,2,70B,homogeneo,PNM,551.049,1.978,206.847,204.324,137.900,27514,1072,5.27,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,2,70B,homogeneo,PNM,529.200,2.006,205.020,186.504,135.668,27094,972,5.24,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,2,70B,homogeneo,PNM,543.219,1.962,200.131,193.200,147.924,26446,1007,5.24,What antenna design considerations optimize ground station visibility during short service windows i
17,2,70B,homogeneo,PNM,620.904,1.985,254.072,200.958,163.893,33818,1048,5.23,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,2,70B,homogeneo,PNM,533.296,2.052,212.355,178.001,140.887,28271,937,5.28,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,2,70B,homogeneo,PNM,562.127,1.941,215.745,193.818,150.623,28970,1018,5.27,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,2,70B,homogeneo,PNM,553.043,1.932,202.033,207.829,141.247,26646,1084,5.22,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,2,70B,homogeneo,PNM,540.698,1.974,201.812,195.748,141.166,26493,1018,5.22,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,2,70B,homogeneo,PNM,573.256,1.972,204.002,207.261,160.022,27034,1078,5.23,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,2,70B,homogeneo,PNM,521.743,1.929,193.171,191.632,135.007,25536,997,5.23,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,2,70B,homogeneo,DLB,518.835,1.965,201.595,181.295,133.979,26448,942,5.22,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,2,70B,homogeneo,PNM,534.144,1.931,200.306,191.681,140.226,26543,1000,5.23,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,2,70B,homogeneo,PNM,596.186,2.009,244.948,190.426,158.800,32343,989,5.22,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,2,70B,homogeneo,PNM,587.675,2.038,217.671,209.314,158.649,29450,1102,5.27,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,2,70B,homogeneo,DLB,609.418,2.049,242.344,206.495,158.529,31941,1071,5.21,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,2,70B,homogeneo,DLB,557.735,1.988,201.250,209.151,145.346,26480,1090,5.23,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,2,70B,homogeneo,PNM,590.798,1.935,213.222,218.391,157.249,28753,1144,5.24,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,2,70B,homogeneo,PNM,565.820,2.173,209.810,206.508,147.327,28205,1086,5.27,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,2,70B,homogeneo,PNM,553.154,1.975,201.985,203.532,145.660,26584,1063,5.24,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,2,70B,homogeneo,PNM,538.566,1.947,200.654,197.718,138.247,26528,1029,5.23,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,2,70B,homogeneo,PNM,570.579,1.970,221.789,194.043,152.772,29725,1018,5.25,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,2,70B,homogeneo,PNM,487.653,1.927,182.994,178.954,123.781,24473,933,5.22,How can frequency planning address interference between satellite uplinks and broadband power line c
36,2,70B,homogeneo,PNM,599.621,1.941,252.415,183.751,161.513,33315,964,5.26,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,2,70B,homogeneo,PNM,576.036,1.943,215.414,204.471,154.203,29093,1074,5.26,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,2,70B,homogeneo,PNM,494.907,2.010,176.923,185.610,130.368,23731,978,5.27,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,2,70B,homogeneo,PNM,649.540,2.028,263.275,212.282,171.958,35170,1113,5.25,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,2,70B,homogeneo,PNM,564.625,1.971,211.052,203.120,148.484,28412,1072,5.29,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,2,70B,homogeneo,DLB,551.817,1.934,213.886,191.621,144.376,28744,1011,5.29,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,2,70B,homogeneo,PNM,538.287,1.956,200.634,197.160,138.534,26472,1027,5.23,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,2,70B,homogeneo,PNM,577.636,1.990,209.859,213.717,152.072,28050,1121,5.26,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,2,70B,homogeneo,PNM,536.473,1.978,205.582,188.987,139.926,27087,989,5.25,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,2,70B,homogeneo,PNM,500.292,1.962,184.679,184.949,128.700,24648,970,5.26,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
