ID,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
q001_debateAG,8B,heterogeneo,PNM,155.63,0.0,0.0,155.63,11462,562,3.61,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in Ka-band satellite links?
q002_debateAG,8B,heterogeneo,PNM,131.57,0.0,0.0,131.57,10041,808,6.14,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink frequency planning?
q003_debateAG,8B,heterogeneo,PNM,196.15,0.0,0.0,196.15,17232,1006,5.13,How does the hierarchical classification framework impact satellite link budget margins when prioritizing QoS-sensitive traffic?
q004_debateAG,8B,heterogeneo,PNM,189.33,0.0,0.0,189.33,12946,1055,5.57,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range and noise performance trade-offs in different satellite orbital configurations?
q005_debateAG,8B,heterogeneo,PNM,155.7,0.0,0.0,155.7,11254,523,3.36,How do distributed satellite constellations impact orbital configuration trade-offs between coverage and inter-satellite interference mitigation?
q006_debateAG,8B,heterogeneo,PNM,110.61,0.0,0.0,110.61,9014,543,4.91,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in Ka-band satellite architectures?
q007_debateAG,8B,heterogeneo,PNM,131.12,0.0,0.0,131.12,10826,439,3.35,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional designs?
q008_debateAG,8B,heterogeneo,PNM,144.8,0.0,0.0,144.8,10434,699,4.83,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substation monitoring?
q009_debateAG,8B,heterogeneo,PNM,125.92,0.0,0.0,125.92,10676,705,5.6,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band satellite antenna designs?
q010_debateAG,8B,heterogeneo,PNM,155.6,0.0,0.0,155.6,11363,959,6.16,How can satellite link budgets be optimized for high throughput and low latency in global aeronautical coverage?
q011_debateAG,8B,heterogeneo,PNM,111.43,0.0,0.0,111.43,8427,559,5.02,How does the proposed incentive model address potential conflicts between terrestrial agents' profit motives and equitable spectrum access for end-users?
q012_debateAG,8B,heterogeneo,PNM,189.28,0.0,0.0,189.28,12580,972,5.14,How does the antenna's 52.9% axial ratio bandwidth impact link budget efficiency in variable orbital configurations?
q013_debateAG,8B,heterogeneo,PNM,158.6,0.0,0.0,158.6,11015,511,3.22,How do GEO and LEO orbital altitudes impact link budget calculations for Ka vs S-band deployments in 5G satcom?
q014_debateAG,8B,heterogeneo,PNM,158.05,0.0,0.0,158.05,11757,809,5.12,How do GEO and LEO constellations trade off coverage area versus latency in 5G NTN architectures?
q015_debateAG,8B,heterogeneo,PNM,781.27,0.0,0.0,781.27,11792,550,0.7,How do orbital configurations of LEO satellites impact beamforming design for minimizing path loss and maximizing coverage efficiency?
q016_debateAG,8B,heterogeneo,PNM,322.56,0.0,0.0,322.56,16306,642,1.99,How does the inclined geostationary orbit's periodic C/N variation impact satellite antenna design and link budget calculations?
q017_debateAG,8B,heterogeneo,PNM,135.28,0.0,0.0,135.28,10706,831,6.14,How does the lens's secant elevation pattern impact link budget margins given varying atmospheric attenuation at Ka-band for LEO?
q018_debateAG,8B,heterogeneo,PNM,128.58,0.0,0.0,128.58,10382,807,6.28,How does the shared aperture design balance compactness and performance trade-offs compared to traditional dual-band arrays with separate elements?
q019_debateAG,8B,heterogeneo,Unknown,319.86,0.0,0.0,319.86,17764,1059,3.31,"How can advancements in satellite miniaturization and reusable launch vehicles bridge the cost gap between LEO ""round dance"" systems and GEO constellations while mitigating space debris risks?"
q020_debateAG,8B,heterogeneo,PNM,119.41,0.0,0.0,119.41,9373,716,6.0,How do LEO and MEO satellite constellations balance link budget margins against atmospheric attenuation in Ka/V/Q bands for sparsely populated regions?
q021_debateAG,8B,heterogeneo,PNM,134.66,0.0,0.0,134.66,9688,736,5.47,How do atmospheric turbulence models like HVM affect optical link budget margin calculations for varying ground station altitudes?
q022_debateAG,8B,heterogeneo,PNM,116.16,0.0,0.0,116.16,10393,620,5.34,How does the hybrid transponder's split between digital channelizer and bent pipe modes influence frequency planning and link budget efficiency?
q023_debateAG,8B,heterogeneo,PNM,110.79,0.0,0.0,110.79,9069,506,4.57,How do GEO versus LEO satellite orbits impact power flux density and resolution trade-offs in passive radar systems using Inmarsat and Iridium?
q024_debateAG,8B,heterogeneo,PNM,166.62,0.0,0.0,166.62,11842,671,4.03,How does the double-reflector configuration impact link budget margins when optimizing for both aperture efficiency and array size reduction in Ka-band satellite communications?
q025_debateAG,8B,heterogeneo,PNM,164.01,0.0,0.0,164.01,15237,790,4.82,How does the RA's 2-3 dB unit cell loss impact link budget margins for Ku-band satellite uplink and downlink?
q026_debateAG,8B,heterogeneo,PNM,132.03,0.0,0.0,132.03,10633,660,5.0,How does dual-band polarization independence affect Ka-band link budget margins for simultaneous uplink and downlink operations?
q027_debateAG,8B,heterogeneo,PNM,162.26,0.0,0.0,162.26,11469,988,6.09,How does the reflectarray's independent phase control in Ku/Ka bands impact link budget trade-offs when optimizing for simultaneous dual-frequency satellite missions?
q028_debateAG,8B,heterogeneo,PNM,117.78,0.0,0.0,117.78,9289,475,4.03,How does ECRA's replica transmission impact link budget margins in satellite systems with strict power constraints?
