ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
1,1,2B,heterogeneo,DLB,104.440,11.636,13.796,52.978,26.029,38617,5071,91.62,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in 
2,1,2B,heterogeneo,PNM,79.881,1.767,11.203,46.183,20.727,32158,4441,91.32,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink f
3,1,2B,heterogeneo,DLB,71.740,1.776,10.831,42.423,16.715,31011,4264,93.98,What trade-offs exist between the filter's compact size and integration with phased array antennas f
4,1,2B,heterogeneo,DLB,87.098,1.731,11.828,45.348,28.192,34127,4519,99.05,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver front
5,1,2B,heterogeneo,PNM,81.245,1.760,13.892,47.130,18.463,38382,4600,92.85,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload
6,1,2B,heterogeneo,DLB,95.567,1.784,16.735,51.526,25.519,45470,4832,91.08,How does the hierarchical classification framework impact satellite link budget margins when priorit
7,1,2B,heterogeneo,PNM,89.086,1.784,14.434,48.014,24.855,40582,4714,93.69,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latenc
8,1,2B,heterogeneo,PNM,78.081,1.802,11.227,41.439,23.614,32644,3901,92.25,How does antenna design influence the accuracy of encrypted traffic classification systems in hetero
9,1,2B,heterogeneo,DLB,78.416,1.779,15.750,42.412,18.474,43817,4096,91.89,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands 
10,1,2B,heterogeneo,PNM,92.805,1.777,13.186,54.542,23.300,37826,5330,92.29,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic i
11,1,2B,heterogeneo,PNM,91.847,18.826,13.609,39.503,19.906,38871,3929,92.18,Does the proposed ML framework's feature extraction for encrypted flows require additional power or 
12,1,2B,heterogeneo,Error,63.836,9.289,11.922,34.975,7.653,36272,3836,94.61,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classi
13,1,2B,heterogeneo,DLB,89.480,1.792,12.621,49.913,25.156,36956,4936,95.35,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
14,1,2B,heterogeneo,PNM,93.378,1.792,13.329,54.087,24.172,38214,5496,94.79,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,1,2B,heterogeneo,PNM,94.011,1.743,13.195,53.321,25.757,38320,5489,96.14,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,1,2B,heterogeneo,DLB,79.721,1.774,12.706,46.450,18.795,37059,4803,96.19,What antenna design considerations optimize ground station visibility during short service windows i
17,1,2B,heterogeneo,DLB,81.619,1.787,13.748,39.076,27.007,40038,4109,98.66,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,1,2B,heterogeneo,DLB,81.132,1.799,12.732,44.759,21.842,37205,4627,96.70,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,1,2B,heterogeneo,PNM,83.644,1.789,12.565,45.534,23.750,35962,4700,97.81,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,1,2B,heterogeneo,DLB,72.240,1.796,11.070,41.813,17.560,32673,4333,97.78,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,1,2B,heterogeneo,DLB,80.326,1.775,11.476,43.927,23.151,33621,4497,97.36,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,1,2B,heterogeneo,DLB,75.819,1.779,11.703,43.951,18.383,34710,4672,98.90,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,1,2B,heterogeneo,DLB,77.968,1.738,12.702,43.891,19.636,36960,4311,93.45,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,1,2B,heterogeneo,PNM,98.521,1.722,13.408,53.075,30.321,38668,5405,97.12,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,1,2B,heterogeneo,DLB,77.261,1.780,11.651,42.190,21.639,34119,4230,95.85,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,1,2B,heterogeneo,DLB,87.604,1.776,14.086,46.421,25.322,41380,4671,96.67,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,1,2B,heterogeneo,PNM,96.967,1.742,13.850,52.758,28.617,40066,5174,94.77,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,1,2B,heterogeneo,PNM,70.392,1.857,13.503,38.459,16.572,39067,3752,93.54,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,1,2B,heterogeneo,DLB,80.697,1.770,10.869,46.459,21.599,32230,4793,96.24,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,1,2B,heterogeneo,PNM,106.066,8.076,14.368,58.790,24.833,40390,5726,92.57,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,1,2B,heterogeneo,DLB,82.455,2.181,13.720,47.536,19.022,37922,4941,99.04,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
