ID,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
q001_debateAG,2B,heterogeneo,PNM,158.932,0.0,0.0,0.0,79330,7688,48.37,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in Ka-band satellite links?
q002_debateAG,2B,heterogeneo,DLB,176.84,0.0,0.0,0.0,78457,9095,51.43,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink frequency planning?
q003_debateAG,2B,heterogeneo,DLB,192.184,0.0,0.0,0.0,80451,10076,52.43,What trade-offs exist between the filter's compact size and integration with phased array antennas for satellite coverage optimization?
q004_debateAG,2B,heterogeneo,DLB,191.3,0.0,0.0,0.0,83092,9775,51.1,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver frontends?
q005_debateAG,2B,heterogeneo,PNM,157.724,0.0,0.0,0.0,82181,7137,45.25,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload configurations?
q006_debateAG,2B,heterogeneo,PNM,166.509,0.0,0.0,0.0,87438,7570,45.46,How does the hierarchical classification framework impact satellite link budget margins when prioritizing QoS-sensitive traffic?
q007_debateAG,2B,heterogeneo,DLB_Expert,187.814,0.0,0.0,0.0,88129,9300,49.52,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latency-sensitive traffic classes?
q008_debateAG,2B,heterogeneo,PNM,155.866,0.0,0.0,0.0,65853,7876,50.53,How does antenna design influence the accuracy of encrypted traffic classification systems in heterogeneous satellite networks?
q009_debateAG,2B,heterogeneo,PNM,171.389,0.0,0.0,0.0,85698,8192,47.8,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands from ML traffic classification?
q010_debateAG,2B,heterogeneo,DLB,192.004,0.0,0.0,0.0,79480,10031,52.24,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic in multi-beam satellite systems?
q011_debateAG,2B,heterogeneo,DLB,178.907,0.0,0.0,0.0,91392,8236,46.04,Does the proposed ML framework's feature extraction for encrypted flows require additional power or bandwidth margins in link budgets?
q012_debateAG,2B,heterogeneo,DLB,163.65,0.0,0.0,0.0,81661,7679,46.92,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classification for satellite QoS management?
q013_debateAG,2B,heterogeneo,PNM,168.899,0.0,0.0,0.0,78996,8223,48.69,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range and noise performance trade-offs in different satellite orbital configurations?
q014_debateAG,2B,heterogeneo,PNM,191.028,0.0,0.0,0.0,80837,9164,47.97,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and portability for CMOS-based ground terminals?
q015_debateAG,2B,heterogeneo,Unknown,158.948,0.0,0.0,0.0,75651,7767,48.87,How do distributed satellite constellations impact orbital configuration trade-offs between coverage and inter-satellite interference mitigation?
q016_debateAG,2B,heterogeneo,DLB,160.894,0.0,0.0,0.0,74597,7713,47.94,What antenna design considerations optimize ground station visibility during short service windows in LEO constellations?
q017_debateAG,2B,heterogeneo,DLB,188.582,0.0,0.0,0.0,89556,9131,48.42,How are link budgets affected when prioritizing high-revenue services versus navigation safety margins in dynamic scheduling?
q018_debateAG,2B,heterogeneo,PNM,173.981,0.0,0.0,0.0,78290,8575,49.29,What frequency planning challenges arise when coordinating multiple ground stations with overlapping satellite visibility windows?
q019_debateAG,2B,heterogeneo,DLB,166.208,0.0,0.0,0.0,76247,8160,49.09,How do on-board storage constraints influence payload power allocation between immediate and time-tagged service prioritization?
q020_debateAG,2B,heterogeneo,DLB,140.764,0.0,0.0,0.0,67562,7118,50.57,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-satellite ground station operations?
q021_debateAG,2B,heterogeneo,DLB,148.73,0.0,0.0,0.0,73772,6931,46.6,How does transponder allocation balance network efficiency against thermal/power constraints during peak service demand periods?
q022_debateAG,2B,heterogeneo,PNM,181.639,0.0,0.0,0.0,77480,9336,51.4,What interference mitigation techniques are viable for overlapping service transmissions across geographically dispersed ground stations?
q023_debateAG,2B,heterogeneo,PNM,166.639,0.0,0.0,0.0,76280,8393,50.37,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in Ka-band satellite architectures?
