ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
1,1,70B,heterogeneo,DLB,2037.160,880.259,257.868,853.404,45.627,33006,4311,5.05,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in 
2,1,70B,heterogeneo,PNM,1834.404,884.614,231.127,680.347,38.314,29910,3441,5.07,How does the LPF's 25 GHz stopband impact interference mitigation in multi-beam satellite downlink f
3,1,70B,heterogeneo,DLB,1704.968,875.341,215.859,579.284,34.485,27876,2955,5.09,What trade-offs exist between the filter's compact size and integration with phased array antennas f
4,1,70B,heterogeneo,DLB,1786.599,892.353,244.817,614.407,35.024,31517,3122,5.06,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver front
5,1,70B,heterogeneo,DLB,1805.474,892.874,256.562,621.154,34.886,32813,3157,5.08,Can the filter's suppression of 19th harmonics improve transponder power efficiency in dense payload
6,1,70B,heterogeneo,PNM,1859.317,903.195,291.284,628.702,36.137,37294,3203,5.07,How does the hierarchical classification framework impact satellite link budget margins when priorit
7,1,70B,heterogeneo,PNM,2076.060,909.677,293.501,827.814,45.068,37904,4209,5.06,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latenc
8,1,70B,heterogeneo,PNM,1814.798,873.045,219.192,684.116,38.445,28324,3487,5.09,How does antenna design influence the accuracy of encrypted traffic classification systems in hetero
9,1,70B,heterogeneo,DLB,2044.118,929.176,317.691,755.630,41.623,40965,3840,5.06,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands 
10,1,70B,heterogeneo,PNM,1977.558,898.963,244.171,790.787,43.638,31570,4023,5.07,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic i
11,1,70B,heterogeneo,DLB,1722.310,839.294,288.519,566.887,27.610,36930,2898,5.10,Does the proposed ML framework's feature extraction for encrypted flows require additional power or 
12,1,70B,heterogeneo,PNM,1797.849,893.531,291.542,583.840,28.941,37089,2983,5.10,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classi
13,1,70B,heterogeneo,DLB,1982.674,877.658,248.661,813.197,43.161,31760,4182,5.09,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
14,1,70B,heterogeneo,DLB,2085.715,860.581,270.832,907.350,46.948,35239,4673,5.11,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,1,70B,heterogeneo,DLB,1898.709,872.420,255.366,733.134,37.787,32738,3746,5.10,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,1,70B,heterogeneo,PNM,1717.831,854.915,224.102,606.801,32.014,28743,3130,5.14,What antenna design considerations optimize ground station visibility during short service windows i
17,1,70B,heterogeneo,PNM,1905.763,883.655,286.291,699.879,35.942,36379,3588,5.11,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,1,70B,heterogeneo,DLB,1942.989,868.625,261.424,773.361,39.575,33650,3955,5.10,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,1,70B,heterogeneo,DLB,1797.809,870.978,253.048,640.124,33.658,32377,3276,5.12,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,1,70B,heterogeneo,DLB,1805.489,855.650,227.774,686.113,35.950,29469,3542,5.15,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,1,70B,heterogeneo,DLB,1747.599,853.675,234.378,625.244,34.300,30101,3224,5.13,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,1,70B,heterogeneo,PNM,1908.046,898.206,249.327,724.174,36.340,31957,3698,5.10,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,1,70B,heterogeneo,PNM,1698.428,849.361,225.809,592.811,30.448,29076,3052,5.12,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
